state,gender,education,customer lifetime value,income,monthly premium auto,number of open complaints,policy type,vehicle class,total claim amount
Arizona,Female,Bachelor,,0.0,66.0,2,Corporate Auto,Four-Door Car,433.160284
California,Female,College,,93752.0,64.0,0,Corporate Auto,Four-Door Car,154.713524
Washington,Male,Bachelor,,21156.0,89.0,0,Personal Auto,Two-Door Car,111.836561
Arizona,Male,College,,67206.0,90.0,0,Personal Auto,Four-Door Car,76.289123
California,Male,High School or Below,,85654.0,76.0,0,Personal Auto,Four-Door Car,46.20341
Oregon,Male,College,,59325.0,83.0,0,Personal Auto,Four-Door Car,81.599332
California,Male,College,,13528.0,86.0,0,Personal Auto,Four-Door Car,412.8
Oregon,Female,Master,,0.0,63.0,1,Personal Auto,Four-Door Car,302.4
California,Male,College,,0.0,165.0,1,Corporate Auto,SUV,1452.213743
Washington,Female,College,,75333.0,90.0,1,Personal Auto,Four-Door Car,289.236063
Nevada,Female,Bachelor,,61108.0,72.0,0,Personal Auto,Four-Door Car,23.773332
Nevada,Female,High School or Below,,27083.0,73.0,1,Personal Auto,Four-Door Car,525.6
California,Male,High School or Below,,68997.0,63.0,0,Personal Auto,Four-Door Car,206.926432
California,Female,High School or Below,,33451.0,67.0,0,Personal Auto,Four-Door Car,337.219884
Nevada,Female,Bachelor,,21500.0,115.0,0,Corporate Auto,Four-Door Car,39.292196
Oregon,Male,High School or Below,,26487.0,112.0,0,Corporate Auto,SUV,602.431489
California,Male,High School or Below,,74713.0,70.0,0,Personal Auto,Four-Door Car,336.0
Washington,Male,Bachelor,,0.0,70.0,0,Personal Auto,Four-Door Car,504.0
California,Male,Doctor,,85607.0,66.0,0,Personal Auto,Four-Door Car,67.647131
California,Female,Bachelor,,44891.0,83.0,0,Personal Auto,Four-Door Car,74.803791
Washington,Male,College,,89061.0,103.0,0,Personal Auto,SUV,565.267705
Arizona,Male,High School or Below,,0.0,198.0,0,Personal Auto,Luxury Car,962.159318
Arizona,Female,Bachelor,,63774.0,111.0,0,Personal Auto,Four-Door Car,60.036683
Oregon,Male,High School or Below,,93308.0,92.0,0,Personal Auto,Four-Door Car,441.6
Arizona,Male,High School or Below,,10375.0,66.0,0,Personal Auto,Two-Door Car,316.8
Oregon,Male,Master,,85950.0,69.0,0,Personal Auto,Four-Door Car,47.70723
Nevada,Female,Bachelor,,33402.0,109.0,0,Personal Auto,SUV,71.053011
Washington,Male,High School or Below,,18129.0,71.0,0,Personal Auto,Two-Door Car,340.8
Oregon,Male,College,,0.0,66.0,0,Personal Auto,Two-Door Car,711.8026
California,Female,College,,0.0,65.0,1,Corporate Auto,Four-Door Car,312.0
Arizona,Male,College,,20396.0,76.0,1,Corporate Auto,Four-Door Car,364.8
Oregon,Female,Master,,13376.0,108.0,0,Personal Auto,Four-Door Car,774.714929
California,Female,College,,32517.0,94.0,3,Special Auto,Four-Door Car,451.2
California,Male,College,,28651.0,67.0,0,Personal Auto,Four-Door Car,302.272725
Arizona,Female,Bachelor,,64964.0,66.0,0,Personal Auto,Four-Door Car,286.967405
Nevada,Female,College,,34112.0,77.0,0,Personal Auto,Four-Door Car,369.6
Arizona,Female,College,,0.0,108.0,3,Personal Auto,SUV,718.383
California,Male,High School or Below,,81145.0,92.0,0,Corporate Auto,Two-Door Car,321.060571
California,Female,Master,,39894.0,134.0,0,Corporate Auto,SUV,411.077415
California,Male,High School or Below,,52447.0,90.0,0,Personal Auto,Four-Door Car,61.585668
California,Male,College,,0.0,69.0,2,Personal Auto,Four-Door Car,496.8
California,Male,College,,35398.0,71.0,0,Personal Auto,Four-Door Car,340.8
Oregon,Female,High School or Below,,26239.0,65.0,0,Personal Auto,Four-Door Car,312.0
Arizona,Female,College,,0.0,70.0,0,Personal Auto,Four-Door Car,336.0
Washington,Male,Master,,83013.0,103.0,0,Corporate Auto,SUV,155.125923
California,Male,College,,0.0,190.0,0,Personal Auto,Luxury SUV,1833.182529
Arizona,Female,High School or Below,,86205.0,223.0,0,Personal Auto,Luxury Car,1070.4
Nevada,Male,College,,50414.0,69.0,0,Personal Auto,Four-Door Car,331.2
California,Male,Doctor,,37496.0,65.0,0,Corporate Auto,Two-Door Car,312.0
Oregon,Female,High School or Below,,24224.0,71.0,0,Corporate Auto,Two-Door Car,511.2
California,Male,Bachelor,,62338.0,92.0,0,Corporate Auto,Four-Door Car,4.216231
Oregon,Male,College,,63483.0,83.0,0,Personal Auto,Four-Door Car,85.073541
Arizona,Male,High School or Below,,0.0,70.0,0,Personal Auto,Two-Door Car,504.0
Oregon,Male,High School or Below,,38113.0,73.0,0,Personal Auto,Four-Door Car,203.640251
Arizona,Female,High School or Below,,38676.0,72.0,0,Personal Auto,Four-Door Car,146.124719
Arizona,Female,Master,,20200.0,65.0,3,Personal Auto,Two-Door Car,312.0
Arizona,Male,College,,29038.0,69.0,0,Personal Auto,Four-Door Car,56.351667
Arizona,Male,Master,,23179.0,91.0,0,Corporate Auto,Two-Door Car,436.8
Oregon,Male,Doctor,,56598.0,88.0,0,Personal Auto,Four-Door Car,92.966783
Arizona,Male,College,,0.0,76.0,0,Corporate Auto,Two-Door Car,547.2
Oregon,Female,Bachelor,,46988.0,195.0,0,Corporate Auto,Luxury SUV,294.762659
Oregon,Male,College,,20978.0,98.0,1,Personal Auto,Four-Door Car,1176.2788
California,Female,High School or Below,,0.0,63.0,0,Personal Auto,Two-Door Car,453.6
Oregon,Female,High School or Below,,59130.0,117.0,0,Corporate Auto,Sports Car,436.533172
Washington,Male,Bachelor,,31572.0,70.0,3,Personal Auto,Four-Door Car,292.434826
California,Female,Bachelor,,0.0,72.0,0,Personal Auto,Four-Door Car,345.6
California,Male,Bachelor,,32646.0,119.0,0,Corporate Auto,Four-Door Car,464.99983
Arizona,Female,Bachelor,,51791.0,181.0,1,Personal Auto,Luxury Car,422.960234
Washington,Male,High School or Below,,70828.0,62.0,0,Personal Auto,Four-Door Car,297.6
Oregon,Female,College,,40903.0,61.0,0,Corporate Auto,Four-Door Car,409.88696
California,Female,High School or Below,,0.0,106.0,1,Corporate Auto,SUV,631.108223
California,Female,High School or Below,,24031.0,66.0,0,Personal Auto,Four-Door Car,316.8
Oregon,Male,High School or Below,,84927.0,112.0,0,Personal Auto,SUV,537.6
Oregon,Female,Bachelor,,0.0,72.0,0,Corporate Auto,Two-Door Car,510.976913
California,Female,College,,23893.0,73.0,0,Personal Auto,Four-Door Car,186.292275
Arizona,Male,Doctor,,71255.0,138.0,0,Personal Auto,Sports Car,138.633681
Nevada,Female,College,,37697.0,112.0,0,Personal Auto,SUV,38.403843
Arizona,Male,College,,33746.0,106.0,0,Personal Auto,Two-Door Car,508.8
Washington,Female,College,,70263.0,93.0,0,Personal Auto,Two-Door Car,7.345946
Oregon,Male,Bachelor,,43367.0,118.0,0,Personal Auto,Four-Door Car,1026.741926
California,Female,High School or Below,,0.0,81.0,0,Personal Auto,Two-Door Car,388.8
Oregon,Female,Doctor,,0.0,66.0,1,Personal Auto,Four-Door Car,445.19869
Nevada,Female,High School or Below,,11432.0,119.0,0,Special Auto,SUV,571.2
California,Male,College,,67249.0,86.0,0,Special Auto,Four-Door Car,33.894695
California,Female,Bachelor,,76839.0,68.0,0,Personal Auto,Four-Door Car,326.4
Oregon,Female,College,,71210.0,214.0,1,Personal Auto,Luxury Car,1027.2
California,Female,Bachelor,,49447.0,119.0,2,Personal Auto,Four-Door Car,762.007253
Nevada,Female,High School or Below,,98713.0,65.0,0,Personal Auto,Two-Door Car,289.894293
Oregon,Male,Bachelor,,26094.0,67.0,0,Personal Auto,Two-Door Car,2.028223
California,Male,Master,,26990.0,65.0,1,Personal Auto,Four-Door Car,297.864823
Washington,Female,College,,46644.0,84.0,0,Personal Auto,Four-Door Car,150.688024
California,Female,Master,,33462.0,72.0,0,Personal Auto,Four-Door Car,112.425578
Oregon,Female,Bachelor,,66880.0,71.0,0,Personal Auto,Four-Door Car,340.8
Arizona,Male,Bachelor,,88680.0,66.0,0,Personal Auto,Four-Door Car,201.762191
Oregon,Male,High School or Below,,0.0,79.0,0,Corporate Auto,Two-Door Car,568.8
Washington,Male,College,,75132.0,93.0,2,Personal Auto,Four-Door Car,446.4
California,Female,Master,,0.0,122.0,0,Personal Auto,Sports Car,650.52179
California,Female,High School or Below,,56617.0,74.0,0,Personal Auto,Four-Door Car,355.2
California,Female,College,,75638.0,83.0,4,Personal Auto,Four-Door Car,108.69654
California,Female,Bachelor,,24982.0,109.0,4,Personal Auto,SUV,523.2
Washington,Female,High School or Below,,40348.0,83.0,0,Personal Auto,Four-Door Car,26.314753
Arizona,Female,College,,24083.0,63.0,1,Personal Auto,Four-Door Car,340.453606
Oregon,Female,Bachelor,,81538.0,66.0,0,Personal Auto,Four-Door Car,272.844816
Oregon,Male,College,,62873.0,81.0,0,Personal Auto,Four-Door Car,207.75186
Oregon,Male,High School or Below,,66245.0,145.0,0,Personal Auto,SUV,181.501424
Oregon,Male,Bachelor,,0.0,102.0,0,Personal Auto,SUV,734.4
California,Male,College,,26303.0,165.0,0,Personal Auto,SUV,956.589903
California,Female,Bachelor,,58620.0,71.0,0,Corporate Auto,Four-Door Car,340.8
California,Male,Bachelor,,18375.0,103.0,0,Personal Auto,Sports Car,535.080276
Nevada,Female,College,,30944.0,92.0,0,Personal Auto,Four-Door Car,348.216284
Arizona,Male,College,,59630.0,185.0,0,Personal Auto,SUV,888.0
Nevada,Female,Bachelor,,53957.0,184.0,0,Corporate Auto,Luxury SUV,61.554272
Oregon,Male,High School or Below,,44385.0,97.0,0,Corporate Auto,Four-Door Car,465.6
Oregon,Male,High School or Below,,0.0,119.0,0,Personal Auto,Sports Car,856.8
California,Female,High School or Below,,25561.0,163.0,0,Corporate Auto,SUV,983.374985
California,Male,High School or Below,,85956.0,145.0,0,Corporate Auto,SUV,510.381882
Arizona,Female,High School or Below,,0.0,61.0,1,Personal Auto,Four-Door Car,311.404068
Oregon,Male,Bachelor,,37406.0,122.0,1,Corporate Auto,SUV,1134.960471
California,Female,High School or Below,,39053.0,114.0,0,Personal Auto,Sports Car,547.2
Oregon,Male,High School or Below,,24475.0,84.0,3,Personal Auto,Four-Door Car,604.8
Washington,Male,Bachelor,,92296.0,69.0,0,Personal Auto,Two-Door Car,331.2
Oregon,Male,High School or Below,,29484.0,93.0,0,Personal Auto,Two-Door Car,446.4
California,Male,College,,0.0,114.0,0,Personal Auto,Four-Door Car,820.8
Oregon,Male,College,,48088.0,94.0,0,Personal Auto,Two-Door Car,134.828318
California,Male,Bachelor,,21366.0,63.0,0,Personal Auto,Two-Door Car,302.4
Arizona,Male,High School or Below,,17101.0,113.0,0,Special Auto,SUV,542.4
Washington,Female,High School or Below,,0.0,64.0,0,Personal Auto,Four-Door Car,460.8
California,Male,College,,26802.0,66.0,1,Personal Auto,Two-Door Car,316.8
Arizona,Male,High School or Below,,89025.0,64.0,0,Personal Auto,Four-Door Car,179.251604
California,Male,Bachelor,,0.0,104.0,0,Personal Auto,SUV,748.8
California,Female,Bachelor,,52228.0,220.0,1,Personal Auto,Luxury SUV,1056.0
California,Female,High School or Below,,0.0,126.0,0,Personal Auto,SUV,694.357961
California,Male,College,,0.0,63.0,0,Personal Auto,Four-Door Car,344.288189
California,Male,College,,83086.0,71.0,3,Personal Auto,Four-Door Car,320.486645
Washington,Male,High School or Below,,53214.0,91.0,0,Personal Auto,Four-Door Car,436.8
Oregon,Female,Bachelor,,51643.0,283.0,0,Special Auto,Luxury Car,1358.4
Arizona,Male,High School or Below,,73168.0,70.0,0,Corporate Auto,Four-Door Car,425.800112
Washington,Female,Bachelor,,0.0,298.0,0,Personal Auto,Luxury Car,2145.6
California,Female,College,,0.0,90.0,0,Personal Auto,Two-Door Car,648.0
Oregon,Male,Doctor,,61246.0,110.0,0,Personal Auto,Sports Car,159.239518
Washington,Male,High School or Below,,32762.0,112.0,0,Corporate Auto,Four-Door Car,326.926833
California,Male,College,,0.0,69.0,5,Personal Auto,Two-Door Car,496.8
Nevada,Female,High School or Below,,0.0,133.0,0,Personal Auto,Sports Car,957.6
Washington,Male,College,,0.0,126.0,0,Personal Auto,SUV,604.8
California,Female,College,,64127.0,71.0,0,Personal Auto,Four-Door Car,72.862304
Oregon,Male,High School or Below,,0.0,67.0,0,Personal Auto,Two-Door Car,308.54976
Washington,Female,Bachelor,,16794.0,96.0,0,Personal Auto,Four-Door Car,460.8
Nevada,Male,Bachelor,,31930.0,83.0,0,Personal Auto,Four-Door Car,37.699658
Oregon,Male,Master,,74918.0,85.0,0,Special Auto,Two-Door Car,314.246507
Oregon,Male,Bachelor,,70742.0,124.0,1,Personal Auto,SUV,211.68058
Oregon,Male,College,,64801.0,64.0,0,Corporate Auto,Four-Door Car,268.471802
California,Female,Bachelor,,48829.0,64.0,1,Personal Auto,Four-Door Car,300.312635
California,Female,Doctor,,73853.0,89.0,0,Personal Auto,Four-Door Car,427.2
Arizona,Male,High School or Below,,0.0,99.0,0,Personal Auto,Four-Door Car,712.8
Oregon,Male,Bachelor,,66844.0,70.0,4,Personal Auto,Four-Door Car,104.977375
California,Female,High School or Below,,11904.0,61.0,2,Corporate Auto,Two-Door Car,292.8
California,Male,Bachelor,,56869.0,83.0,3,Personal Auto,Four-Door Car,269.406119
Arizona,Male,Bachelor,,0.0,67.0,0,Personal Auto,Two-Door Car,482.4
Washington,Female,Bachelor,,0.0,68.0,1,Personal Auto,Four-Door Car,326.4
Arizona,Male,College,,59325.0,71.0,0,Corporate Auto,Four-Door Car,229.686659
Arizona,Female,High School or Below,,0.0,115.0,0,Corporate Auto,Sports Car,552.0
Washington,Male,High School or Below,,0.0,112.0,1,Personal Auto,Two-Door Car,806.4
California,Male,High School or Below,,25927.0,103.0,0,Personal Auto,SUV,674.973614
Arizona,Male,College,,0.0,71.0,0,Corporate Auto,Four-Door Car,493.055291
California,Male,Bachelor,,83073.0,71.0,0,Corporate Auto,Two-Door Car,10.42277
Oregon,Female,High School or Below,,0.0,73.0,2,Personal Auto,Four-Door Car,350.4
Oregon,Female,College,,0.0,87.0,3,Special Auto,Four-Door Car,420.041981
Arizona,Female,College,,0.0,72.0,1,Personal Auto,Four-Door Car,345.6
Arizona,Female,College,,35301.0,74.0,0,Personal Auto,Four-Door Car,128.643975
California,Female,College,,21829.0,111.0,0,Personal Auto,Sports Car,532.8
Washington,Female,Bachelor,,15142.0,116.0,0,Personal Auto,Two-Door Car,792.609747
Arizona,Female,Doctor,,0.0,71.0,0,Corporate Auto,Two-Door Car,340.8
Arizona,Male,Bachelor,,58498.0,67.0,3,Personal Auto,Four-Door Car,321.6
Nevada,Female,High School or Below,,64592.0,64.0,0,Personal Auto,Four-Door Car,307.2
California,Male,Bachelor,,80306.0,71.0,0,Corporate Auto,Two-Door Car,340.8
California,Female,Bachelor,,29105.0,117.0,0,Personal Auto,Sports Car,272.612048
Arizona,Female,Bachelor,,47137.0,84.0,0,Personal Auto,Four-Door Car,161.640052
Nevada,Female,College,,0.0,62.0,0,Corporate Auto,Two-Door Car,446.4
Washington,Female,Doctor,,0.0,109.0,0,Corporate Auto,SUV,723.786607
Oregon,Female,High School or Below,,0.0,100.0,0,Personal Auto,SUV,1000.850446
Washington,Female,College,,66711.0,86.0,0,Corporate Auto,Two-Door Car,366.381387
Oregon,Female,High School or Below,,48943.0,65.0,0,Corporate Auto,Two-Door Car,105.068788
Arizona,Female,Bachelor,,0.0,71.0,0,Personal Auto,Four-Door Car,511.2
Oregon,Female,High School or Below,,34807.0,73.0,0,Personal Auto,Two-Door Car,472.043042
Oregon,Female,High School or Below,,52583.0,113.0,0,Personal Auto,SUV,528.20086
California,Male,Master,,0.0,111.0,0,Corporate Auto,Sports Car,617.396701
Washington,Female,High School or Below,,92589.0,65.0,0,Personal Auto,Four-Door Car,312.0
Oregon,Male,College,,96689.0,103.0,0,Personal Auto,Sports Car,37.802583
Nevada,Male,High School or Below,,0.0,73.0,0,Corporate Auto,Four-Door Car,525.6
California,Male,Doctor,,76594.0,122.0,1,Personal Auto,SUV,832.453791
Arizona,Male,Bachelor,,83777.0,112.0,0,Personal Auto,Sports Car,377.354191
Washington,Female,College,,20954.0,78.0,0,Special Auto,Four-Door Car,534.501024
Nevada,Male,Master,,84491.0,110.0,0,Personal Auto,SUV,156.282093
Oregon,Female,Bachelor,,89451.0,63.0,0,Personal Auto,Four-Door Car,61.769564
Arizona,Female,High School or Below,,85132.0,106.0,5,Personal Auto,SUV,501.134524
Arizona,Male,College,,11193.0,114.0,0,Personal Auto,SUV,820.8
Oregon,Female,High School or Below,,28806.0,61.0,0,Personal Auto,Four-Door Car,292.8
Washington,Male,High School or Below,,76184.0,111.0,0,Corporate Auto,Two-Door Car,532.8
California,Male,College,,66429.0,136.0,0,Corporate Auto,Sports Car,57.712985
California,Female,High School or Below,,43278.0,68.0,0,Personal Auto,Four-Door Car,326.4
California,Male,College,,13528.0,86.0,0,Personal Auto,Four-Door Car,412.8
California,Male,Bachelor,,74015.0,72.0,0,Personal Auto,Four-Door Car,471.443077
Nevada,Female,Bachelor,,54507.0,138.0,0,Personal Auto,SUV,702.990032
Oregon,Female,Master,,0.0,119.0,5,Personal Auto,Four-Door Car,439.352186
Arizona,Male,College,,72302.0,66.0,0,Corporate Auto,Two-Door Car,316.8
Oregon,Female,Bachelor,,14606.0,72.0,5,Personal Auto,Four-Door Car,439.772868
Arizona,Male,Master,,0.0,68.0,0,Personal Auto,Four-Door Car,689.282166
Arizona,Female,College,,43406.0,187.0,0,Personal Auto,Luxury SUV,897.6
Arizona,Female,Master,,60426.0,62.0,0,Corporate Auto,Two-Door Car,133.284622
California,Male,Bachelor,,26334.0,71.0,0,Personal Auto,Two-Door Car,340.8
Washington,Female,College,,22514.0,80.0,0,Personal Auto,Four-Door Car,203.469143
Arizona,Female,Doctor,,76114.0,88.0,0,Personal Auto,Four-Door Car,422.4
Oregon,Male,Bachelor,,48791.0,62.0,3,Personal Auto,Two-Door Car,69.794432
California,Male,Bachelor,,65605.0,111.0,2,Corporate Auto,Two-Door Car,377.781658
Oregon,Female,High School or Below,,69259.0,63.0,0,Personal Auto,Four-Door Car,362.51794
Oregon,Female,High School or Below,,0.0,64.0,1,Personal Auto,Four-Door Car,460.8
Oregon,Female,High School or Below,,0.0,62.0,0,Corporate Auto,Four-Door Car,446.4
Oregon,Female,Bachelor,,90969.0,65.0,0,Personal Auto,Four-Door Car,190.751345
Nevada,Male,College,,50180.0,77.0,3,Personal Auto,Four-Door Car,360.499075
Washington,Male,Master,,41991.0,67.0,0,Personal Auto,Four-Door Car,88.382536
Arizona,Male,Bachelor,,71391.0,67.0,0,Personal Auto,Four-Door Car,284.000172
California,Female,High School or Below,,0.0,61.0,1,Personal Auto,Four-Door Car,292.8
Arizona,Female,College,,70725.0,70.0,0,Corporate Auto,Four-Door Car,336.0
Oregon,Female,Master,,36650.0,69.0,1,Personal Auto,Four-Door Car,56.60333
Washington,Male,High School or Below,,54194.0,119.0,1,Personal Auto,SUV,112.268583
Oregon,Female,Bachelor,,23554.0,61.0,0,Personal Auto,Two-Door Car,142.459804
Arizona,Male,College,,62464.0,109.0,0,Corporate Auto,Sports Car,400.181882
Oregon,Female,College,,71888.0,115.0,0,Personal Auto,SUV,552.0
California,Male,College,,80846.0,65.0,0,Corporate Auto,Four-Door Car,227.183015
Oregon,Male,College,,0.0,67.0,0,Personal Auto,Four-Door Car,321.6
Arizona,Female,High School or Below,,11432.0,119.0,0,Corporate Auto,SUV,571.2
Oregon,Female,College,,39017.0,170.0,2,Personal Auto,SUV,592.85751
California,Male,Bachelor,,0.0,108.0,0,Personal Auto,Sports Car,777.6
Arizona,Male,Bachelor,,73769.0,61.0,0,Corporate Auto,Four-Door Car,121.654567
Arizona,Female,Master,,58557.0,88.0,0,Personal Auto,Four-Door Car,55.510526
Nevada,Male,College,,0.0,91.0,0,Corporate Auto,Four-Door Car,707.264022
Oregon,Female,College,,48367.0,161.0,0,Personal Auto,SUV,772.8
Arizona,Male,College,,39718.0,65.0,2,Personal Auto,Four-Door Car,366.531664
Oregon,Female,College,,0.0,96.0,1,Personal Auto,Four-Door Car,460.8
Oregon,Female,High School or Below,,43358.0,61.0,0,Corporate Auto,Two-Door Car,400.294938
California,Female,Bachelor,,83873.0,76.0,1,Personal Auto,Two-Door Car,218.374041
California,Female,Doctor,,22361.0,95.0,0,Personal Auto,Four-Door Car,530.667993
California,Female,Bachelor,,70061.0,99.0,0,Corporate Auto,Four-Door Car,699.517349
California,Male,High School or Below,,0.0,73.0,0,Personal Auto,Four-Door Car,525.6
Arizona,Female,Bachelor,,65742.0,79.0,0,Personal Auto,Four-Door Car,277.360797
Washington,Male,Bachelor,,23665.0,67.0,0,Personal Auto,Four-Door Car,404.817249
California,Male,College,,66457.0,95.0,0,Personal Auto,Four-Door Car,456.0
Arizona,Female,Bachelor,,82634.0,104.0,0,Personal Auto,SUV,324.097433
Oregon,Female,High School or Below,,0.0,69.0,0,Corporate Auto,Four-Door Car,331.2
Oregon,Male,College,,0.0,70.0,0,Personal Auto,Four-Door Car,425.266308
Nevada,Male,Bachelor,,29735.0,69.0,0,Personal Auto,Four-Door Car,331.2
California,Male,College,,61417.0,65.0,0,Personal Auto,Two-Door Car,206.01822
Oregon,Female,High School or Below,,0.0,105.0,0,Personal Auto,SUV,756.0
California,Male,High School or Below,,43846.0,65.0,1,Personal Auto,Four-Door Car,125.52458
Arizona,Male,High School or Below,,0.0,67.0,0,Personal Auto,Four-Door Car,482.4
Nevada,Female,College,,33775.0,61.0,0,Personal Auto,Two-Door Car,292.8
Oregon,Male,College,,96988.0,77.0,0,Personal Auto,Two-Door Car,369.6
Arizona,Male,Bachelor,,0.0,114.0,0,Personal Auto,Two-Door Car,820.8
Oregon,Female,Doctor,,81945.0,68.0,0,Personal Auto,Four-Door Car,47.451832
Arizona,Female,Bachelor,,0.0,65.0,0,Personal Auto,Four-Door Car,27.031485
Nevada,Female,Bachelor,,19019.0,186.0,0,Personal Auto,Luxury SUV,1003.050834
Oregon,Female,Bachelor,,62579.0,72.0,0,Personal Auto,Four-Door Car,326.242099
California,Female,High School or Below,,46587.0,119.0,2,Personal Auto,Four-Door Car,571.2
Arizona,Female,Bachelor,,0.0,81.0,0,Personal Auto,Four-Door Car,583.2
Arizona,Female,Bachelor,,0.0,78.0,0,Special Auto,Four-Door Car,561.6
Washington,Male,High School or Below,,0.0,135.0,0,Corporate Auto,SUV,648.0
California,Male,High School or Below,,0.0,66.0,0,Corporate Auto,Four-Door Car,758.460636
California,Male,College,,29327.0,118.0,0,Special Auto,Four-Door Car,627.898468
Oregon,Male,Master,,81081.0,96.0,1,Corporate Auto,Four-Door Car,206.211089
Oregon,Female,High School or Below,,0.0,106.0,0,Personal Auto,SUV,763.2
Nevada,Male,Master,,57222.0,112.0,1,Personal Auto,Sports Car,297.187468
Arizona,Male,College,,91147.0,107.0,0,Personal Auto,Sports Car,50.473675
California,Female,High School or Below,,76638.0,73.0,1,Personal Auto,Four-Door Car,435.189747
California,Male,Bachelor,,29697.0,64.0,0,Personal Auto,Four-Door Car,147.128736
Arizona,Male,High School or Below,,0.0,61.0,0,Corporate Auto,Four-Door Car,301.402778
Arizona,Female,College,,67352.0,181.0,1,Personal Auto,Luxury Car,560.947563
Oregon,Female,Bachelor,,23904.0,123.0,3,Personal Auto,SUV,590.4
Arizona,Male,Bachelor,,0.0,88.0,2,Personal Auto,Four-Door Car,422.4
California,Female,Bachelor,,89953.0,74.0,0,Corporate Auto,Four-Door Car,274.165887
California,Male,High School or Below,,20862.0,68.0,0,Personal Auto,Four-Door Car,326.4
Nevada,Female,College,,47663.0,114.0,0,Personal Auto,Sports Car,103.702555
Washington,Male,Master,,49564.0,105.0,0,Corporate Auto,Four-Door Car,661.608936
California,Male,College,,28432.0,118.0,0,Personal Auto,SUV,612.300581
California,Male,College,,32356.0,117.0,2,Personal Auto,Two-Door Car,428.490681
Oregon,Male,High School or Below,,55269.0,71.0,0,Personal Auto,Two-Door Car,340.8
California,Female,College,,0.0,116.0,0,Personal Auto,Four-Door Car,509.513764
Oregon,Male,High School or Below,,76771.0,95.0,1,Personal Auto,Two-Door Car,91.674854
Nevada,Female,College,,75648.0,108.0,0,Corporate Auto,SUV,112.660916
Oregon,Male,Doctor,,20698.0,68.0,5,Personal Auto,Two-Door Car,248.422693
Oregon,Female,High School or Below,,29734.0,63.0,0,Corporate Auto,Two-Door Car,649.83837
Nevada,Male,Bachelor,,43963.0,110.0,0,Corporate Auto,SUV,528.0
California,Male,High School or Below,,29465.0,63.0,0,Personal Auto,Four-Door Car,302.4
Arizona,Female,High School or Below,,24851.0,103.0,0,Personal Auto,SUV,604.289428
Arizona,Male,Bachelor,,0.0,107.0,2,Corporate Auto,SUV,770.4
California,Male,College,,11033.0,97.0,0,Special Auto,Two-Door Car,511.120131
Oregon,Female,College,,20495.0,61.0,0,Personal Auto,Four-Door Car,292.8
California,Female,Master,,95766.0,68.0,0,Personal Auto,Four-Door Car,162.557048
California,Male,College,,0.0,65.0,0,Corporate Auto,Four-Door Car,655.073317
Oregon,Female,Bachelor,,61029.0,72.0,0,Personal Auto,Two-Door Car,114.429816
Oregon,Male,Bachelor,,0.0,105.0,0,Personal Auto,SUV,504.0
California,Male,High School or Below,,56188.0,86.0,3,Special Auto,Four-Door Car,175.972039
Arizona,Female,Bachelor,,94812.0,70.0,0,Personal Auto,Four-Door Car,121.025058
California,Female,Bachelor,,0.0,70.0,1,Personal Auto,Two-Door Car,336.0
Oregon,Female,College,,55338.0,116.0,0,Corporate Auto,Two-Door Car,556.8
California,Female,High School or Below,,82477.0,90.0,0,Personal Auto,Two-Door Car,432.0
Oregon,Female,College,,20852.0,73.0,0,Personal Auto,Two-Door Car,383.789732
Washington,Female,High School or Below,,0.0,82.0,0,Personal Auto,Two-Door Car,296.637382
Oregon,Female,Doctor,,0.0,83.0,0,Personal Auto,Two-Door Car,544.217453
Arizona,Female,College,,0.0,95.0,2,Personal Auto,Two-Door Car,456.0
Arizona,Female,High School or Below,,72460.0,85.0,0,Personal Auto,Four-Door Car,370.018108
Oregon,Male,Bachelor,,76358.0,66.0,0,Personal Auto,Four-Door Car,86.461582
California,Male,High School or Below,,96306.0,95.0,1,Corporate Auto,Four-Door Car,185.355353
Arizona,Female,College,,49544.0,101.0,0,Personal Auto,SUV,0.769185
Oregon,Male,High School or Below,,0.0,68.0,0,Personal Auto,Two-Door Car,609.323227
California,Male,Bachelor,,0.0,101.0,0,Corporate Auto,SUV,727.2
Arizona,Male,College,,63357.0,101.0,0,Personal Auto,SUV,565.508572
Arizona,Male,High School or Below,,0.0,82.0,0,Corporate Auto,Four-Door Car,590.4
Arizona,Male,Bachelor,,23060.0,109.0,3,Corporate Auto,SUV,731.350857
Arizona,Male,Master,,27781.0,71.0,0,Corporate Auto,Four-Door Car,340.8
Arizona,Male,College,,43246.0,62.0,0,Personal Auto,Four-Door Car,52.435202
Oregon,Female,High School or Below,,14254.0,124.0,0,Corporate Auto,SUV,595.2
Nevada,Male,College,,60334.0,106.0,0,Corporate Auto,Four-Door Car,111.164747
California,Female,Bachelor,,35625.0,65.0,1,Personal Auto,Four-Door Car,288.572108
Oregon,Female,Bachelor,,54684.0,111.0,3,Corporate Auto,Sports Car,302.137164
Oregon,Male,Bachelor,,56228.0,65.0,0,Personal Auto,Two-Door Car,276.877348
Oregon,Male,Bachelor,,82166.0,134.0,3,Personal Auto,SUV,643.2
Oregon,Female,Bachelor,,30406.0,73.0,0,Personal Auto,Four-Door Car,350.4
Arizona,Male,Bachelor,,75007.0,101.0,0,Personal Auto,Four-Door Car,668.773522
Washington,Male,Bachelor,,79271.0,62.0,4,Personal Auto,Four-Door Car,232.753598
