zone,gender,education,customer lifetime value,income,monthly premium auto,number of open complaints,policy type,vehicle class,total claim amount
central,male,bachelor,7799.463082427189,85058.0,137.0,0.0,personal auto,suv,595.369784
west region,male,bachelor,7799.463082427189,,125.0,0.0,personal auto,suv,615.562164
west region,female,high school or below,7799.463082427189,27005.0,61.0,0.0,corporate auto,four-door car,311.84034
central,female,bachelor,7799.463082427189,62808.0,66.0,0.0,special auto,two-door car,211.515893
west region,female,high school or below,7799.463082427189,88692.0,64.0,0.0,personal auto,four-door car,253.193647
north west,male,high school or below,7799.463082427189,,115.0,0.0,special auto,suv,552.0
north west,female,master,7799.463082427189,19064.0,98.0,1.0,personal auto,four-door car,136.248799
north west,male,high school or below,7799.463082427189,,88.0,0.0,personal auto,two-door car,633.6
north west,male,bachelor,7799.463082427189,60345.0,93.0,0.0,personal auto,two-door car,36.105928
north west,female,bachelor,7799.463082427189,59592.0,84.0,0.0,personal auto,four-door car,161.231812
west region,female,bachelor,7799.463082427189,15648.0,73.0,1.0,special auto,two-door car,413.269261
west region,female,bachelor,7799.463082427189,23904.0,123.0,3.0,corporate auto,suv,590.4
north west,female,bachelor,7799.463082427189,90893.0,110.0,0.0,personal auto,suv,700.004018
central,male,high school or below,7799.463082427189,,66.0,0.0,personal auto,four-door car,475.2
north west,female,bachelor,7799.463082427189,74001.0,84.0,0.0,corporate auto,four-door car,224.265232
north west,male,bachelor,7799.463082427189,28447.0,67.0,0.0,personal auto,four-door car,321.6
west region,male,bachelor,7799.463082427189,56586.0,100.0,0.0,personal auto,sports car,121.928014
north west,male,bachelor,7799.463082427189,,172.0,0.0,personal auto,suv,825.6
north west,male,doctor,7799.463082427189,19186.0,62.0,0.0,personal auto,four-door car,297.6
central,female,high school or below,7799.463082427189,65348.0,110.0,0.0,corporate auto,sports car,134.120531
west region,female,doctor,7799.463082427189,,84.0,1.0,personal auto,four-door car,481.025786
north west,female,master,7799.463082427189,,109.0,0.0,special auto,sports car,30.989755
west region,male,bachelor,7799.463082427189,,99.0,0.0,special auto,four-door car,475.2
north west,female,high school or below,7799.463082427189,,91.0,0.0,personal auto,four-door car,436.8
west region,female,bachelor,7799.463082427189,18892.0,73.0,0.0,personal auto,four-door car,106.814987
north west,male,high school or below,7799.463082427189,19066.0,103.0,0.0,personal auto,two-door car,494.4
north west,male,bachelor,7799.463082427189,95102.0,101.0,0.0,corporate auto,four-door car,94.338814
central,female,bachelor,7799.463082427189,70263.0,93.0,0.0,corporate auto,two-door car,7.345946
west region,female,master,7799.463082427189,,122.0,0.0,corporate auto,sports car,650.52179
central,female,high school or below,7799.463082427189,18120.0,63.0,4.0,personal auto,two-door car,302.4
central,female,bachelor,7799.463082427189,38169.0,62.0,0.0,corporate auto,four-door car,71.678412
north west,male,bachelor,7799.463082427189,64801.0,64.0,0.0,personal auto,four-door car,268.471802
central,female,bachelor,7799.463082427189,86036.0,90.0,3.0,personal auto,four-door car,501.26513
east,female,bachelor,7799.463082427189,,101.0,0.0,personal auto,suv,862.49778
central,male,doctor,7799.463082427189,31278.0,92.0,4.0,personal auto,two-door car,441.6
central,female,high school or below,7799.463082427189,20053.0,62.0,1.0,personal auto,four-door car,9.832575
west region,female,bachelor,7799.463082427189,71587.0,99.0,0.0,personal auto,two-door car,133.103003
west region,male,high school or below,7799.463082427189,44368.0,80.0,0.0,personal auto,two-door car,384.0
north west,female,high school or below,7799.463082427189,76157.0,116.0,0.0,personal auto,two-door car,556.8
central,female,high school or below,7799.463082427189,59183.0,113.0,0.0,personal auto,suv,542.4
west region,male,master,7799.463082427189,91015.0,73.0,1.0,personal auto,two-door car,119.062347
west region,male,bachelor,7799.463082427189,52774.0,66.0,4.0,corporate auto,two-door car,78.452298
north west,male,bachelor,7799.463082427189,37876.0,69.0,0.0,personal auto,four-door car,300.056383
west region,female,bachelor,7799.463082427189,57938.0,101.0,0.0,special auto,suv,282.458203
north west,female,high school or below,7799.463082427189,26526.0,99.0,0.0,personal auto,four-door car,523.701824
west region,male,bachelor,7799.463082427189,76608.0,62.0,0.0,personal auto,four-door car,91.229768
central,male,bachelor,7799.463082427189,,194.0,0.0,personal auto,luxury suv,931.2
north west,female,high school or below,7799.463082427189,48056.0,78.0,0.0,corporate auto,four-door car,374.4
west region,male,bachelor,7799.463082427189,45428.0,109.0,1.0,corporate auto,suv,487.273964
central,female,bachelor,7799.463082427189,89196.0,81.0,0.0,personal auto,four-door car,41.182611
west region,female,bachelor,7799.463082427189,88893.0,86.0,0.0,personal auto,four-door car,72.86746
north west,male,bachelor,7799.463082427189,,97.0,4.0,personal auto,two-door car,609.046345
central,female,bachelor,7799.463082427189,92722.0,72.0,1.0,corporate auto,two-door car,28.126402
central,female,high school or below,7799.463082427189,57693.0,76.0,0.0,personal auto,four-door car,547.2
central,female,bachelor,7799.463082427189,53249.0,67.0,0.0,personal auto,four-door car,343.340361
north west,female,bachelor,7799.463082427189,26304.0,63.0,0.0,personal auto,four-door car,302.4
west region,female,high school or below,7799.463082427189,,70.0,0.0,personal auto,two-door car,504.0
north west,male,high school or below,7799.463082427189,71460.0,74.0,5.0,personal auto,four-door car,93.951709
central,female,high school or below,7799.463082427189,74454.0,71.0,0.0,corporate auto,four-door car,340.8
west region,female,bachelor,7799.463082427189,96413.0,99.0,0.0,personal auto,four-door car,560.045764
north west,female,high school or below,7799.463082427189,98542.0,90.0,0.0,personal auto,two-door car,432.0
north west,female,master,7799.463082427189,43416.0,70.0,0.0,personal auto,four-door car,336.0
north west,female,high school or below,7799.463082427189,81182.0,64.0,0.0,corporate auto,four-door car,307.2
central,male,bachelor,7799.463082427189,79065.0,69.0,0.0,corporate auto,four-door car,290.886242
central,male,high school or below,7799.463082427189,11721.0,102.0,2.0,personal auto,suv,560.91624
west region,female,bachelor,7799.463082427189,82414.0,95.0,0.0,personal auto,four-door car,30.423443
west region,male,high school or below,7799.463082427189,14533.0,63.0,0.0,personal auto,four-door car,302.4
central,male,high school or below,7799.463082427189,,73.0,0.0,personal auto,four-door car,525.6
west region,female,bachelor,7799.463082427189,52513.0,65.0,3.0,personal auto,two-door car,91.244938
north west,female,bachelor,7799.463082427189,,87.0,3.0,personal auto,four-door car,420.041981
north west,female,master,7799.463082427189,79487.0,114.0,0.0,personal auto,suv,547.2
north west,male,high school or below,7799.463082427189,57449.0,103.0,0.0,personal auto,four-door car,494.4
west region,female,bachelor,7799.463082427189,20181.0,66.0,2.0,personal auto,four-door car,316.8
central,male,bachelor,7799.463082427189,73339.0,71.0,0.0,corporate auto,four-door car,244.401453
central,female,bachelor,7799.463082427189,80969.0,217.0,0.0,personal auto,luxury suv,1041.6
north west,female,bachelor,7799.463082427189,74057.0,105.0,1.0,personal auto,suv,632.244063
north west,female,bachelor,7799.463082427189,32225.0,66.0,0.0,personal auto,four-door car,316.8
central,female,high school or below,7799.463082427189,60909.0,112.0,0.0,personal auto,suv,412.106287
west region,male,high school or below,7799.463082427189,70999.0,63.0,0.0,corporate auto,four-door car,305.603239
north west,female,bachelor,7799.463082427189,75457.0,93.0,0.0,personal auto,four-door car,151.572213
north west,male,high school or below,7799.463082427189,24059.0,112.0,0.0,personal auto,suv,537.6
west region,male,bachelor,7799.463082427189,56480.0,87.0,0.0,personal auto,four-door car,384.695536
north west,female,bachelor,7799.463082427189,37586.0,63.0,0.0,corporate auto,two-door car,153.489143
central,male,high school or below,7799.463082427189,97026.0,73.0,0.0,personal auto,two-door car,97.417808
east,male,bachelor,7799.463082427189,54010.0,69.0,0.0,personal auto,four-door car,331.2
central,female,bachelor,7799.463082427189,87485.0,92.0,0.0,personal auto,four-door car,441.6
east,female,bachelor,7799.463082427189,74583.0,118.0,0.0,personal auto,suv,161.210468
north west,male,bachelor,7799.463082427189,,64.0,0.0,personal auto,two-door car,460.8
central,male,high school or below,7799.463082427189,21238.0,95.0,4.0,personal auto,four-door car,456.0
central,female,high school or below,7799.463082427189,,93.0,0.0,personal auto,four-door car,669.6
west region,female,high school or below,7799.463082427189,22283.0,65.0,0.0,personal auto,four-door car,572.072106
central,male,master,7799.463082427189,58237.0,63.0,3.0,personal auto,two-door car,273.691831
west region,female,bachelor,7799.463082427189,19864.0,63.0,0.0,personal auto,four-door car,352.394515
north west,female,bachelor,7799.463082427189,57283.0,106.0,1.0,personal auto,suv,337.95778
east,male,master,7799.463082427189,,104.0,0.0,personal auto,four-door car,622.88852
north west,male,bachelor,7799.463082427189,71656.0,137.0,0.0,special auto,suv,61.915326
central,female,bachelor,7799.463082427189,,94.0,0.0,corporate auto,four-door car,590.626396
west region,male,bachelor,7799.463082427189,41460.0,83.0,0.0,personal auto,four-door car,398.4
east,female,bachelor,7799.463082427189,85165.0,101.0,0.0,personal auto,four-door car,384.31404
central,female,high school or below,7799.463082427189,,111.0,0.0,personal auto,four-door car,799.2
west region,female,bachelor,7799.463082427189,36723.0,106.0,1.0,personal auto,suv,580.091966
west region,male,high school or below,7799.463082427189,56980.0,84.0,0.0,personal auto,two-door car,599.000883
central,male,doctor,7799.463082427189,32260.0,113.0,0.0,personal auto,four-door car,601.124657
west region,male,bachelor,7799.463082427189,75644.0,65.0,3.0,personal auto,two-door car,467.803638
north west,male,high school or below,7799.463082427189,92056.0,62.0,0.0,personal auto,four-door car,89.398794
west region,female,bachelor,7799.463082427189,28524.0,62.0,0.0,personal auto,four-door car,297.6
west region,male,bachelor,7799.463082427189,,61.0,2.0,personal auto,two-door car,439.2
north west,female,bachelor,7799.463082427189,28089.0,82.0,1.0,personal auto,two-door car,411.856297
west region,female,bachelor,7799.463082427189,87020.0,74.0,0.0,personal auto,four-door car,331.116399
west region,male,doctor,7799.463082427189,27907.0,74.0,1.0,personal auto,four-door car,406.439436
north west,female,bachelor,7799.463082427189,91811.0,70.0,0.0,personal auto,four-door car,333.7925
west region,male,high school or below,7799.463082427189,,111.0,0.0,special auto,suv,799.2
north west,male,bachelor,7799.463082427189,69451.0,72.0,0.0,corporate auto,four-door car,230.241775
central,male,bachelor,7799.463082427189,92427.0,64.0,2.0,personal auto,four-door car,126.049033
central,female,doctor,7799.463082427189,,69.0,0.0,personal auto,four-door car,331.2
north west,male,bachelor,7799.463082427189,44428.0,104.0,0.0,special auto,suv,499.2
north west,female,high school or below,7799.463082427189,55842.0,109.0,0.0,personal auto,suv,703.118925
north west,male,bachelor,7799.463082427189,52796.0,62.0,0.0,corporate auto,four-door car,297.6
west region,male,master,7799.463082427189,41775.0,109.0,0.0,personal auto,sports car,104.672657
west region,female,bachelor,7799.463082427189,,66.0,2.0,corporate auto,four-door car,433.160284
west region,female,high school or below,7799.463082427189,34974.0,71.0,0.0,special auto,four-door car,315.160937
east,female,bachelor,7799.463082427189,56457.0,73.0,0.0,personal auto,four-door car,138.460771
central,female,bachelor,7799.463082427189,39854.0,66.0,0.0,personal auto,two-door car,261.930545
west region,female,bachelor,7799.463082427189,27839.0,65.0,5.0,personal auto,two-door car,312.0
west region,male,high school or below,7799.463082427189,88240.0,117.0,0.0,personal auto,suv,561.6
north west,female,high school or below,7799.463082427189,,102.0,0.0,personal auto,suv,1123.212014
west region,male,bachelor,7799.463082427189,52693.0,129.0,0.0,personal auto,suv,619.2
north west,female,bachelor,7799.463082427189,65337.0,173.0,1.0,personal auto,suv,830.4
north west,female,bachelor,7799.463082427189,64014.0,63.0,0.0,corporate auto,four-door car,295.871784
north west,female,high school or below,7799.463082427189,,61.0,1.0,personal auto,four-door car,292.8
north west,female,bachelor,7799.463082427189,35482.0,129.0,0.0,corporate auto,suv,619.2
central,female,high school or below,7799.463082427189,20951.0,65.0,0.0,personal auto,four-door car,312.0
north west,female,high school or below,7799.463082427189,,62.0,0.0,personal auto,four-door car,297.6
east,female,high school or below,7799.463082427189,39393.0,70.0,1.0,special auto,four-door car,405.883346
north west,male,bachelor,7799.463082427189,62912.0,69.0,0.0,personal auto,two-door car,168.358644
west region,male,high school or below,7799.463082427189,33561.0,152.0,0.0,corporate auto,sports car,235.316581
east,female,high school or below,7799.463082427189,53055.0,112.0,2.0,personal auto,suv,537.6
central,male,high school or below,7799.463082427189,,63.0,0.0,personal auto,two-door car,302.4
north west,female,high school or below,7799.463082427189,55037.0,80.0,1.0,corporate auto,four-door car,481.823284
north west,female,high school or below,7799.463082427189,,65.0,0.0,personal auto,four-door car,463.382118
north west,female,high school or below,7799.463082427189,27587.0,103.0,1.0,corporate auto,sports car,241.141192
west region,female,high school or below,7799.463082427189,29658.0,119.0,0.0,personal auto,suv,571.2
west region,female,bachelor,7799.463082427189,63633.0,68.0,1.0,corporate auto,two-door car,374.024077
west region,male,bachelor,7799.463082427189,23459.0,96.0,0.0,personal auto,four-door car,185.070399
central,male,high school or below,7799.463082427189,34498.0,83.0,0.0,personal auto,two-door car,398.4
central,female,bachelor,7799.463082427189,28559.0,66.0,0.0,corporate auto,four-door car,427.242973
north west,male,doctor,7799.463082427189,73740.0,64.0,0.0,personal auto,two-door car,229.272206
east,male,high school or below,7799.463082427189,,125.0,0.0,personal auto,suv,900.0
west region,female,bachelor,7799.463082427189,25925.0,72.0,3.0,corporate auto,two-door car,660.587577
central,male,bachelor,7799.463082427189,31725.0,76.0,0.0,personal auto,two-door car,177.234
east,male,bachelor,7799.463082427189,49659.0,234.0,0.0,personal auto,luxury car,1684.8
west region,male,bachelor,7799.463082427189,81197.0,109.0,0.0,personal auto,sports car,94.731199
central,female,master,7799.463082427189,43922.0,88.0,0.0,personal auto,four-door car,108.701381
central,female,bachelor,7799.463082427189,87123.0,69.0,0.0,corporate auto,four-door car,118.468275
north west,female,bachelor,7799.463082427189,,66.0,0.0,personal auto,four-door car,278.574142
north west,female,master,7799.463082427189,68745.0,80.0,0.0,personal auto,four-door car,473.613006
west region,female,bachelor,7799.463082427189,29815.0,95.0,0.0,personal auto,four-door car,76.175672
north west,female,high school or below,7799.463082427189,53333.0,66.0,0.0,personal auto,two-door car,22.945038
north west,female,bachelor,7799.463082427189,,66.0,4.0,personal auto,four-door car,316.8
east,male,high school or below,7799.463082427189,24661.0,196.0,0.0,personal auto,luxury suv,1961.162049
north west,male,bachelor,7799.463082427189,95351.0,111.0,0.0,personal auto,sports car,406.48025
east,female,bachelor,7799.463082427189,62088.0,64.0,2.0,corporate auto,two-door car,73.258034
central,female,master,7799.463082427189,,122.0,0.0,personal auto,sports car,650.52179
north west,male,bachelor,7799.463082427189,31503.0,105.0,3.0,personal auto,suv,504.0
north west,male,bachelor,7799.463082427189,49078.0,97.0,0.0,corporate auto,four-door car,484.013411
central,female,high school or below,7799.463082427189,28120.0,112.0,0.0,personal auto,suv,537.6
west region,female,bachelor,7799.463082427189,,106.0,0.0,personal auto,sports car,763.2
west region,male,bachelor,7799.463082427189,44369.0,77.0,3.0,personal auto,four-door car,362.276183
east,male,high school or below,7799.463082427189,15131.0,67.0,0.0,personal auto,four-door car,321.6
west region,female,bachelor,7799.463082427189,26890.0,65.0,0.0,personal auto,two-door car,312.0
west region,male,doctor,7799.463082427189,45855.0,62.0,1.0,personal auto,four-door car,0.887629
north west,male,bachelor,7799.463082427189,76358.0,66.0,0.0,corporate auto,four-door car,86.461582
west region,female,bachelor,7799.463082427189,45586.0,72.0,0.0,personal auto,four-door car,203.42306
central,male,bachelor,7799.463082427189,43267.0,78.0,0.0,special auto,four-door car,453.073096
north west,male,high school or below,7799.463082427189,,82.0,0.0,personal auto,four-door car,590.4
north west,male,master,7799.463082427189,46648.0,81.0,0.0,personal auto,four-door car,123.576765
north west,female,high school or below,7799.463082427189,42406.0,77.0,0.0,corporate auto,four-door car,108.871857
west region,male,master,7799.463082427189,50798.0,72.0,0.0,personal auto,four-door car,64.977867
north west,male,bachelor,7799.463082427189,76358.0,66.0,0.0,personal auto,four-door car,86.461582
north west,male,bachelor,7799.463082427189,13528.0,86.0,0.0,personal auto,four-door car,412.8
north west,male,bachelor,7799.463082427189,,67.0,0.0,personal auto,four-door car,80.753763
west region,female,bachelor,7799.463082427189,85023.0,85.0,0.0,personal auto,four-door car,408.0
north west,female,high school or below,7799.463082427189,,62.0,0.0,corporate auto,four-door car,675.661163
central,female,high school or below,7799.463082427189,74460.0,69.0,0.0,corporate auto,two-door car,331.2
central,male,bachelor,7799.463082427189,22932.0,62.0,0.0,personal auto,four-door car,297.6
central,female,bachelor,7799.463082427189,54189.0,62.0,0.0,personal auto,two-door car,29.035528
west region,male,bachelor,7799.463082427189,42247.0,74.0,0.0,personal auto,two-door car,355.2
west region,male,high school or below,7799.463082427189,,96.0,0.0,personal auto,four-door car,726.132858
west region,male,high school or below,7799.463082427189,,117.0,0.0,personal auto,four-door car,983.127481
north west,male,bachelor,7799.463082427189,36706.0,80.0,0.0,personal auto,four-door car,488.296267
central,male,bachelor,7799.463082427189,67899.0,66.0,1.0,corporate auto,four-door car,316.8
north west,female,bachelor,7799.463082427189,,61.0,0.0,corporate auto,two-door car,365.820487
east,female,bachelor,7799.463082427189,41900.0,63.0,0.0,corporate auto,four-door car,170.496071
central,male,bachelor,7799.463082427189,72786.0,76.0,0.0,personal auto,four-door car,363.845631
north west,female,bachelor,7799.463082427189,60108.0,78.0,0.0,personal auto,four-door car,507.060901
central,female,high school or below,7799.463082427189,31433.0,100.0,0.0,personal auto,suv,635.020091
east,female,bachelor,7799.463082427189,27940.0,65.0,1.0,personal auto,two-door car,27.66775
west region,female,high school or below,7799.463082427189,51246.0,122.0,0.0,personal auto,suv,817.692013
north west,male,bachelor,7799.463082427189,56587.0,65.0,1.0,personal auto,four-door car,312.0
central,female,high school or below,7799.463082427189,45025.0,69.0,1.0,personal auto,four-door car,452.271771
west region,female,high school or below,7799.463082427189,,132.0,0.0,corporate auto,suv,950.4
central,female,bachelor,7799.463082427189,22799.0,190.0,0.0,corporate auto,suv,912.0
north west,male,doctor,7799.463082427189,82601.0,66.0,0.0,personal auto,four-door car,186.387874
north west,female,master,7799.463082427189,22705.0,239.0,0.0,personal auto,luxury suv,1294.700423
north west,male,high school or below,7799.463082427189,,92.0,0.0,personal auto,two-door car,441.6
west region,female,bachelor,7799.463082427189,41212.0,95.0,0.0,personal auto,four-door car,405.443681
central,female,high school or below,7799.463082427189,,70.0,0.0,personal auto,four-door car,504.0
west region,female,high school or below,7799.463082427189,21687.0,88.0,0.0,personal auto,four-door car,603.100479
west region,female,bachelor,7799.463082427189,22571.0,63.0,0.0,personal auto,four-door car,302.4
north west,female,high school or below,7799.463082427189,72032.0,72.0,0.0,personal auto,four-door car,438.149129
east,female,bachelor,7799.463082427189,42570.0,128.0,0.0,personal auto,suv,587.409205
central,male,bachelor,7799.463082427189,62873.0,81.0,0.0,corporate auto,four-door car,207.75186
north west,female,bachelor,7799.463082427189,21370.0,77.0,0.0,corporate auto,four-door car,105.181202
central,female,bachelor,7799.463082427189,66081.0,64.0,1.0,personal auto,four-door car,42.029731
north west,female,master,7799.463082427189,93854.0,87.0,0.0,corporate auto,two-door car,417.6
central,female,doctor,7799.463082427189,19429.0,122.0,0.0,special auto,suv,683.45551
west region,female,bachelor,7799.463082427189,46879.0,86.0,2.0,personal auto,four-door car,324.944098
north west,male,bachelor,7799.463082427189,36791.0,68.0,0.0,personal auto,four-door car,326.4
west region,male,high school or below,7799.463082427189,40211.0,106.0,2.0,personal auto,two-door car,710.740743
central,male,bachelor,7799.463082427189,48642.0,77.0,0.0,personal auto,four-door car,92.307736
west region,male,bachelor,7799.463082427189,69063.0,115.0,0.0,personal auto,two-door car,552.0
central,female,doctor,7799.463082427189,87455.0,71.0,0.0,corporate auto,four-door car,329.238904
east,male,high school or below,7799.463082427189,80101.0,79.0,0.0,personal auto,four-door car,442.9167
west region,male,high school or below,7799.463082427189,,61.0,1.0,corporate auto,four-door car,292.8
central,male,bachelor,7799.463082427189,51817.0,129.0,4.0,personal auto,suv,712.833284
central,female,bachelor,7799.463082427189,31561.0,68.0,0.0,personal auto,four-door car,326.4
central,female,doctor,7799.463082427189,64640.0,73.0,2.0,personal auto,four-door car,327.912134
west region,female,master,7799.463082427189,64220.0,107.0,0.0,personal auto,suv,48.782626
north west,male,bachelor,7799.463082427189,33580.0,62.0,0.0,corporate auto,four-door car,315.326222
central,male,bachelor,7799.463082427189,,64.0,0.0,personal auto,two-door car,770.254285
central,male,bachelor,7799.463082427189,,65.0,0.0,personal auto,two-door car,312.0
north west,male,high school or below,7799.463082427189,,67.0,0.0,personal auto,four-door car,482.4
central,male,master,7799.463082427189,43318.0,66.0,0.0,personal auto,four-door car,48.936563
west region,female,bachelor,7799.463082427189,83869.0,81.0,0.0,personal auto,four-door car,348.186032
west region,male,high school or below,7799.463082427189,43875.0,78.0,0.0,corporate auto,four-door car,289.468771
east,female,bachelor,7799.463082427189,59016.0,92.0,0.0,corporate auto,four-door car,441.6
west region,female,bachelor,7799.463082427189,70793.0,69.0,0.0,personal auto,four-door car,62.625841
west region,male,doctor,7799.463082427189,24164.0,137.0,0.0,personal auto,sports car,657.6
east,female,master,7799.463082427189,29133.0,104.0,0.0,personal auto,sports car,499.2
east,male,high school or below,7799.463082427189,81082.0,73.0,0.0,corporate auto,four-door car,281.295903
west region,male,bachelor,7799.463082427189,,65.0,0.0,corporate auto,four-door car,312.0
west region,male,bachelor,7799.463082427189,21277.0,66.0,0.0,corporate auto,four-door car,316.8
west region,male,high school or below,7799.463082427189,16924.0,226.0,0.0,personal auto,luxury suv,1084.8
west region,male,bachelor,7799.463082427189,10540.0,115.0,0.0,corporate auto,suv,552.0
north west,male,high school or below,7799.463082427189,,133.0,0.0,special auto,sports car,1361.993232
north west,male,bachelor,7799.463082427189,62873.0,81.0,0.0,special auto,four-door car,207.75186
west region,male,high school or below,7799.463082427189,98623.0,211.0,0.0,personal auto,luxury suv,1012.8
north west,male,bachelor,7799.463082427189,37876.0,69.0,0.0,corporate auto,four-door car,300.056383
central,male,bachelor,7799.463082427189,77469.0,109.0,1.0,personal auto,suv,757.170246
west region,female,bachelor,7799.463082427189,30535.0,66.0,0.0,personal auto,four-door car,94.142294
west region,male,bachelor,7799.463082427189,,67.0,0.0,personal auto,four-door car,482.4
north west,male,bachelor,7799.463082427189,39310.0,61.0,0.0,personal auto,four-door car,93.181865
central,female,master,7799.463082427189,27229.0,99.0,0.0,personal auto,four-door car,475.2
east,male,bachelor,7799.463082427189,41418.0,112.0,0.0,personal auto,suv,537.6
north west,female,bachelor,7799.463082427189,67840.0,112.0,0.0,personal auto,suv,83.240006
west region,female,bachelor,7799.463082427189,,80.0,0.0,corporate auto,four-door car,871.055266
north west,male,bachelor,7799.463082427189,23091.0,96.0,5.0,personal auto,four-door car,460.8
central,female,master,7799.463082427189,69468.0,67.0,0.0,personal auto,four-door car,302.733593
west region,male,high school or below,7799.463082427189,74143.0,114.0,0.0,personal auto,suv,547.2
central,male,high school or below,7799.463082427189,65165.0,126.0,1.0,personal auto,suv,604.8
west region,female,bachelor,7799.463082427189,50537.0,165.0,0.0,personal auto,suv,60.005031
north west,female,bachelor,7799.463082427189,72608.0,82.0,3.0,personal auto,four-door car,393.6
central,female,high school or below,7799.463082427189,26312.0,110.0,1.0,personal auto,four-door car,565.837664
north west,male,high school or below,7799.463082427189,56900.0,68.0,0.0,personal auto,four-door car,304.115627
north west,female,bachelor,7799.463082427189,60707.0,70.0,0.0,corporate auto,four-door car,327.061103
north west,male,bachelor,7799.463082427189,67276.0,61.0,0.0,personal auto,two-door car,181.804443
north west,female,high school or below,7799.463082427189,30865.0,104.0,0.0,personal auto,suv,21.261834
west region,female,master,7799.463082427189,79487.0,114.0,0.0,personal auto,suv,547.2
west region,female,doctor,7799.463082427189,,84.0,1.0,personal auto,four-door car,481.025786
north west,male,bachelor,7799.463082427189,,62.0,0.0,personal auto,two-door car,135.851316
north west,female,bachelor,7799.463082427189,41098.0,96.0,0.0,personal auto,two-door car,250.058657
central,female,bachelor,7799.463082427189,89158.0,67.0,0.0,personal auto,four-door car,272.195232
north west,female,master,7799.463082427189,99612.0,70.0,0.0,personal auto,two-door car,336.0
central,male,high school or below,7799.463082427189,,194.0,0.0,corporate auto,luxury suv,2306.508397
north west,female,high school or below,7799.463082427189,94885.0,86.0,3.0,personal auto,four-door car,170.532133
central,female,bachelor,7799.463082427189,78352.0,74.0,0.0,personal auto,two-door car,152.365482
north west,female,high school or below,7799.463082427189,43460.0,63.0,0.0,personal auto,four-door car,302.4
north west,female,high school or below,7799.463082427189,46587.0,119.0,2.0,personal auto,four-door car,571.2
central,female,high school or below,7799.463082427189,21236.0,123.0,0.0,personal auto,suv,131.262395
west region,female,bachelor,7799.463082427189,,106.0,0.0,personal auto,suv,117.229971
north west,male,bachelor,7799.463082427189,,65.0,0.0,personal auto,four-door car,312.0
west region,male,high school or below,7799.463082427189,,68.0,0.0,personal auto,four-door car,457.169818
west region,male,bachelor,7799.463082427189,28432.0,118.0,0.0,corporate auto,suv,612.300581
north west,male,high school or below,7799.463082427189,65167.0,131.0,0.0,personal auto,suv,628.8
east,female,bachelor,7799.463082427189,33700.0,62.0,0.0,corporate auto,four-door car,274.114843
central,female,bachelor,7799.463082427189,,105.0,0.0,personal auto,suv,756.0
west region,female,bachelor,7799.463082427189,13663.0,97.0,0.0,personal auto,four-door car,465.6
north west,male,bachelor,7799.463082427189,,131.0,0.0,corporate auto,suv,628.8
central,female,bachelor,7799.463082427189,,84.0,2.0,personal auto,four-door car,403.2
north west,female,bachelor,7799.463082427189,,82.0,0.0,personal auto,four-door car,479.312226
central,female,bachelor,7799.463082427189,65933.0,108.0,0.0,personal auto,suv,379.951464
north west,female,bachelor,7799.463082427189,,128.0,0.0,corporate auto,sports car,614.4
east,male,high school or below,7799.463082427189,28663.0,66.0,0.0,corporate auto,two-door car,430.604489
central,male,bachelor,7799.463082427189,78092.0,84.0,0.0,corporate auto,four-door car,344.015386
central,female,high school or below,7799.463082427189,57693.0,76.0,0.0,corporate auto,four-door car,547.2
north west,female,master,7799.463082427189,19614.0,85.0,0.0,personal auto,two-door car,574.024018
west region,female,high school or below,7799.463082427189,23235.0,99.0,0.0,personal auto,four-door car,587.656629
west region,male,bachelor,7799.463082427189,79528.0,64.0,0.0,personal auto,two-door car,175.429028
west region,female,master,7799.463082427189,,136.0,0.0,personal auto,suv,46.098963
north west,male,high school or below,7799.463082427189,23253.0,61.0,0.0,personal auto,two-door car,292.8
west region,male,bachelor,7799.463082427189,40571.0,100.0,2.0,personal auto,suv,361.788917
west region,female,bachelor,7799.463082427189,60668.0,138.0,0.0,personal auto,suv,553.699596
west region,male,doctor,7799.463082427189,61776.0,73.0,3.0,personal auto,two-door car,343.278996
west region,male,master,7799.463082427189,38820.0,99.0,0.0,personal auto,four-door car,547.619785
west region,female,bachelor,7799.463082427189,47285.0,63.0,0.0,personal auto,four-door car,302.4
north west,male,high school or below,7799.463082427189,,62.0,0.0,corporate auto,four-door car,446.4
north west,male,bachelor,7799.463082427189,78310.0,192.0,1.0,personal auto,sports car,151.711475
central,female,bachelor,7799.463082427189,26222.0,62.0,0.0,personal auto,four-door car,297.6
central,male,high school or below,7799.463082427189,,79.0,1.0,personal auto,two-door car,407.440238
north west,female,bachelor,7799.463082427189,83926.0,181.0,0.0,personal auto,luxury car,124.447153
west region,male,master,7799.463082427189,24124.0,91.0,0.0,corporate auto,four-door car,436.8
central,male,high school or below,7799.463082427189,28879.0,106.0,0.0,personal auto,sports car,763.2
north west,male,bachelor,7799.463082427189,,112.0,0.0,corporate auto,suv,544.250322
north west,female,bachelor,7799.463082427189,12964.0,65.0,0.0,personal auto,two-door car,362.774545
central,female,high school or below,7799.463082427189,,115.0,0.0,personal auto,suv,1251.042795
east,female,bachelor,7799.463082427189,88105.0,86.0,0.0,personal auto,four-door car,412.8
north west,female,bachelor,7799.463082427189,66524.0,74.0,4.0,personal auto,two-door car,238.517525
